Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week
S1407,Noah,Smith,noah407@university.com,Male,18,CS,80.34,92.86,92.97,82.95,52.67,91.78,94.3,85.6,B,9.92
S1408,Ava,Johnson,ava408@university.com,Male,22,Mathematics,90.0,93.07,47.51,60.03,52.97,81.47,80.15,70.38,C,20.47
S1409,John,Jones,john409@university.com,Male,24,CS,92.37,43.74,60.12,53.35,98.52,89.02,92.63,69.2,D,28.45
S1410,Noah,Miller,noah410@university.com,Female,20,Business,77.59,87.36,64.97,58.41,68.5,43.31,97.12,72.84,C,6.87
S1411,Ava,Davis,ava411@university.com,Female,24,Business,57.36,98.38,85.56,98.39,66.38,56.7,89.91,82.89,B,13.16
S1412,Omar,Jones,omar412@university.com,Male,22,CS,61.63,47.78,55.39,67.77,80.44,43.75,60.53,59.1,F,25.23
S1413,Omar,Miller,omar413@university.com,Female,24,Business,88.84,44.59,99.2,63.57,45.91,89.76,85.33,74.19,C,20.43
S1414,Omar,Garcia,omar414@university.com,Female,23,CS,56.86,74.84,70.33,57.2,77.44,56.42,74.39,67.66,D,7.06
S1415,Sara,Williams,sara415@university.com,Male,24,CS,99.21,63.74,82.91,64.1,61.83,51.44,67.35,73.46,C,18.68
S1416,Liam,Johnson,liam416@university.com,Female,21,CS,88.85,91.73,58.83,76.9,90.41,99.37,94.48,81.37,B,14.29
S1417,Noah,Miller,noah417@university.com,Male,20,CS,76.14,68.25,79.36,77.98,81.22,79.48,55.85,74.29,C,24.99
S1418,Omar,Brown,omar418@university.com,Female,24,Business,84.93,64.97,70.83,95.16,93.39,89.07,75.51,79.06,C,23.41
S1419,Sara,Smith,sara419@university.com,Male,21,Engineering,74.48,78.68,53.79,77.63,62.33,79.7,57.06,67.93,D,19.27
S1420,Emma,Brown,emma420@university.com,Male,21,Engineering,58.27,91.26,69.45,70.33,94.19,76.23,78.83,76.02,C,18.97
S1421,Ahmed,Williams,ahmed421@university.com,Female,23,Business,57.15,62.47,87.86,68.37,45.22,73.41,92.26,70.71,C,24.9
S1422,Liam,Jones,liam422@university.com,Female,23,Engineering,99.43,41.51,55.16,76.0,71.32,75.34,87.58,68.06,D,20.59
S1423,Sara,Davis,sara423@university.com,Male,19,CS,89.63,77.64,85.02,57.6,67.5,61.07,54.69,74.14,C,17.15
S1424,Olivia,Williams,olivia424@university.com,Female,19,Engineering,97.43,96.68,76.6,96.23,87.15,75.4,50.32,85.05,B,24.31
S1425,Omar,Brown,omar425@university.com,Female,22,CS,57.72,69.24,65.8,79.85,99.97,86.17,69.89,72.23,C,25.69
S1426,Ava,Johnson,ava426@university.com,Female,22,Business,83.72,85.77,42.73,82.33,53.6,80.2,73.42,69.46,D,24.34
S1427,Sara,Garcia,sara427@university.com,Male,22,Engineering,52.51,42.09,73.07,71.91,90.35,49.64,51.25,61.99,D,16.23
S1428,John,Williams,john428@university.com,Female,18,CS,66.8,67.94,86.4,95.75,51.35,95.34,84.78,77.95,C,20.27
S1429,Emma,Jones,emma429@university.com,Female,19,Mathematics,69.6,85.05,47.53,88.64,54.22,80.64,78.29,69.91,D,28.23
S1430,Omar,Brown,omar430@university.com,Female,23,Mathematics,68.29,59.08,84.97,71.56,45.25,56.97,70.93,68.5,D,12.31
S1431,Emma,Williams,emma431@university.com,Male,22,Mathematics,98.07,80.07,95.99,63.27,76.69,80.71,65.88,82.51,B,26.2
S1432,Emma,Garcia,emma432@university.com,Male,24,Mathematics,79.98,70.38,61.02,95.65,60.39,67.34,83.91,73.47,C,18.58
S1433,Ava,Brown,ava433@university.com,Female,21,CS,81.13,99.41,58.71,67.0,44.74,66.57,63.05,70.89,C,13.58
S1434,Emma,Jones,emma434@university.com,Male,18,CS,96.77,51.14,62.35,96.43,43.71,45.54,58.14,67.26,D,19.88
S1435,Maria,Garcia,maria435@university.com,Female,24,CS,98.4,66.8,70.09,62.33,68.26,79.71,87.56,74.56,C,23.85
S1436,Noah,Johnson,noah436@university.com,Male,19,CS,58.86,57.66,46.89,97.08,87.05,67.74,93.25,68.06,D,11.24
S1437,Sara,Johnson,sara437@university.com,Female,24,Engineering,70.12,93.08,93.73,95.46,58.83,81.46,63.58,83.2,B,9.77
S1438,Olivia,Williams,olivia438@university.com,Male,23,Business,97.01,76.23,91.79,91.12,50.4,69.15,55.85,80.5,B,22.05
S1439,Maria,Williams,maria439@university.com,Female,19,Business,65.0,75.76,66.03,58.22,46.99,72.8,95.12,67.99,D,13.6
S1440,Sara,Jones,sara440@university.com,Female,24,Engineering,50.76,74.89,46.35,93.65,71.39,81.98,70.54,66.52,D,19.01
S1441,Emma,Miller,emma441@university.com,Male,21,Business,50.54,89.59,88.06,55.22,74.61,67.84,55.94,72.24,C,29.51
S1442,Noah,Miller,noah442@university.com,Female,22,Engineering,61.31,93.74,87.01,84.99,77.02,91.81,61.15,80.85,B,26.83
S1443,Ava,Davis,ava443@university.com,Male,22,Business,78.4,57.78,96.3,90.94,99.01,55.58,98.49,83.56,B,15.78
S1444,Ava,Garcia,ava444@university.com,Female,24,Mathematics,57.22,46.94,41.64,76.18,53.1,99.37,78.72,57.96,F,8.45
S1445,Ahmed,Johnson,ahmed445@university.com,Female,19,Engineering,67.96,89.41,89.24,73.87,61.05,61.75,90.29,79.69,C,13.2
S1446,John,Davis,john446@university.com,Female,19,Business,57.8,90.08,61.5,95.64,73.94,50.96,56.98,72.05,C,19.41
S1447,Omar,Johnson,omar447@university.com,Female,22,Mathematics,69.23,67.55,58.2,96.63,47.12,96.02,84.19,70.87,C,18.29
S1448,Olivia,Jones,olivia448@university.com,Female,19,Business,96.86,58.71,54.99,82.71,77.15,59.93,96.41,72.77,C,26.12
S1449,Ava,Williams,ava449@university.com,Female,24,CS,70.88,46.98,76.77,96.92,79.71,44.61,67.73,70.73,C,18.77
S1450,Ava,Johnson,ava450@university.com,Male,19,Engineering,91.68,88.88,76.71,68.67,55.32,46.35,67.74,75.63,C,15.33
S1451,Liam,Johnson,liam451@university.com,Male,19,Business,76.89,56.69,53.02,64.4,73.38,41.75,95.36,64.75,D,8.91
S1452,Olivia,Williams,olivia452@university.com,Male,19,Business,58.41,92.76,73.42,61.57,70.15,83.89,97.91,75.9,C,10.51
S1453,Liam,Johnson,liam453@university.com,Male,24,Mathematics,96.72,94.99,78.12,81.49,64.19,85.14,76.56,83.59,B,21.94
S1454,Olivia,Jones,olivia454@university.com,Male,22,CS,69.91,66.63,93.62,82.9,40.48,96.59,61.86,74.72,C,7.69
S1455,Olivia,Jones,olivia455@university.com,Male,22,Business,95.75,55.07,90.65,74.2,70.85,58.51,78.65,77.05,C,13.13
S1456,John,Jones,john456@university.com,Female,20,Business,77.97,89.71,82.77,84.83,59.46,54.03,60.54,77.76,C,26.43
S1457,Omar,Johnson,omar457@university.com,Male,23,Mathematics,72.03,47.94,62.94,80.97,67.26,86.81,99.88,69.33,D,9.78
S1458,Omar,Davis,omar458@university.com,Male,23,Business,84.4,47.22,96.31,59.06,77.37,53.36,65.36,71.98,C,18.66
S1459,Ahmed,Garcia,ahmed459@university.com,Male,23,Business,88.81,47.83,73.93,72.11,87.83,83.45,84.52,73.59,C,13.51
S1460,Maria,Garcia,maria460@university.com,Female,24,Business,50.83,79.7,76.15,58.15,54.03,41.42,91.75,67.97,D,29.37
S1461,Emma,Brown,emma461@university.com,Female,24,Business,63.23,56.79,56.66,51.8,95.61,52.82,71.0,62.08,D,5.24
S1462,Ava,Jones,ava462@university.com,Female,20,Business,51.43,75.0,40.68,89.37,58.39,42.42,79.42,62.19,D,14.94
S1463,Emma,Garcia,emma463@university.com,Female,24,Business,50.31,43.71,72.12,78.3,85.09,47.92,75.66,64.54,D,9.86
S1464,Omar,Williams,omar464@university.com,Male,21,Engineering,71.31,89.94,88.34,61.22,53.56,89.04,96.52,79.41,C,7.38
S1465,Ahmed,Garcia,ahmed465@university.com,Male,21,CS,52.53,77.59,57.24,63.99,59.92,79.77,93.53,66.64,D,23.98
S1466,Emma,Davis,emma466@university.com,Female,22,Mathematics,66.72,63.67,71.8,58.07,74.32,88.33,88.01,70.05,C,8.85
S1467,Liam,Jones,liam467@university.com,Male,21,Business,86.7,60.79,64.46,56.28,50.28,89.64,79.24,67.15,D,13.44
S1468,Ahmed,Garcia,ahmed468@university.com,Male,19,CS,59.67,78.49,55.59,94.3,93.74,57.84,61.5,71.11,C,15.28
S1469,Olivia,Jones,olivia469@university.com,Female,23,CS,93.76,87.43,48.47,77.28,46.34,42.72,82.82,70.31,C,18.38
S1470,Sara,Smith,sara470@university.com,Female,23,CS,83.56,56.24,44.87,99.63,49.37,99.31,98.86,69.73,D,24.85
S1471,Maria,Garcia,maria471@university.com,Male,20,CS,78.89,91.97,57.37,73.38,77.16,64.67,71.37,73.66,C,13.26
S1472,Sara,Smith,sara472@university.com,Male,18,Mathematics,75.04,78.69,41.41,71.48,56.74,47.75,54.98,61.63,D,20.08
S1473,Emma,Miller,emma473@university.com,Male,24,Mathematics,90.92,42.41,93.39,99.6,57.64,52.62,88.27,77.63,C,11.33
S1474,Sara,Williams,sara474@university.com,Female,21,Business,55.14,47.56,98.75,83.69,90.81,59.46,83.82,75.46,C,19.86
S1475,Omar,Smith,omar475@university.com,Male,19,Engineering,88.29,40.32,40.08,68.91,48.6,41.1,73.2,55.9,F,28.58
S1476,Ahmed,Smith,ahmed476@university.com,Female,18,Engineering,81.27,84.82,53.12,53.0,47.86,76.36,92.47,68.24,D,6.12
S1477,Ava,Garcia,ava477@university.com,Female,18,Business,99.85,51.01,75.65,70.57,47.58,41.67,81.14,69.63,D,25.17
S1478,Sara,Johnson,sara478@university.com,Male,21,Business,74.14,86.65,80.37,86.21,69.56,78.0,90.28,81.36,B,14.95
S1479,Ahmed,Brown,ahmed479@university.com,Female,24,Business,94.52,74.61,73.84,75.01,44.16,45.39,80.05,73.5,C,13.52
S1480,Ahmed,Davis,ahmed480@university.com,Female,19,Business,70.33,48.6,82.88,64.67,71.53,81.87,95.01,71.44,C,24.8
S1481,Ahmed,Johnson,ahmed481@university.com,Female,18,Business,91.88,76.87,74.87,62.68,85.38,44.9,96.21,77.68,C,13.15
S1482,Maria,Miller,maria482@university.com,Male,20,Business,79.67,40.97,83.73,66.18,79.9,73.39,67.14,69.38,D,8.36
S1483,Emma,Jones,emma483@university.com,Female,21,Business,96.21,67.64,69.94,65.91,93.66,78.69,64.41,75.07,C,12.47
S1484,Omar,Smith,omar484@university.com,Male,20,Engineering,50.0,82.73,61.4,62.72,40.77,72.42,92.56,65.76,D,28.94
S1485,Omar,Brown,omar485@university.com,Male,20,Mathematics,94.94,73.19,88.74,69.2,79.98,99.33,61.29,80.54,B,14.75
S1486,Emma,Williams,emma486@university.com,Female,18,CS,65.75,45.8,50.61,99.37,66.65,71.91,93.68,66.21,D,29.89
S1487,Ahmed,Williams,ahmed487@university.com,Female,23,CS,73.19,59.2,68.59,65.92,69.34,91.57,79.62,69.33,D,22.37
S1488,Ava,Garcia,ava488@university.com,Male,18,Business,81.62,47.7,74.71,84.67,82.04,85.21,93.64,74.99,C,17.5
S1489,Ava,Smith,ava489@university.com,Male,23,CS,54.63,86.82,80.42,88.37,58.45,69.52,89.83,77.22,C,10.81
S1490,Maria,Williams,maria490@university.com,Female,21,Engineering,77.55,71.41,56.94,64.9,56.67,86.29,82.6,68.13,D,25.81
S1491,Omar,Johnson,omar491@university.com,Male,20,CS,79.28,72.66,54.02,81.89,89.2,42.49,74.91,70.75,C,22.23
S1492,Liam,Brown,liam492@university.com,Male,23,Engineering,79.93,79.18,49.24,98.85,72.69,48.14,94.68,74.11,C,6.87
S1493,Maria,Williams,maria493@university.com,Female,24,CS,73.31,51.4,82.1,77.82,61.52,94.68,51.05,69.47,D,12.89
S1494,Liam,Johnson,liam494@university.com,Male,18,Business,98.76,89.99,58.18,98.33,77.69,95.84,83.81,83.05,B,12.68
S1495,Liam,Miller,liam495@university.com,Female,21,Business,96.74,55.05,47.23,79.23,98.16,62.67,53.1,67.47,D,13.48
S1496,John,Smith,john496@university.com,Male,21,Business,58.3,43.67,69.96,55.32,46.85,96.46,93.63,62.14,D,16.3
S1497,Maria,Johnson,maria497@university.com,Male,18,CS,70.74,63.24,79.58,72.1,78.89,43.69,90.69,73.11,C,28.51
S1498,Omar,Smith,omar498@university.com,Female,23,CS,56.77,51.86,50.83,63.12,71.52,46.67,93.41,59.89,F,12.43
S1499,Noah,Davis,noah499@university.com,Male,21,Business,69.59,49.76,84.06,60.44,43.51,73.14,79.76,66.46,D,26.8
S1500,Liam,Smith,liam500@university.com,Female,20,Business,55.82,55.26,57.73,76.5,80.7,75.57,57.42,62.92,D,9.3
S1501,Emma,Johnson,emma501@university.com,Male,22,CS,57.17,49.09,65.97,79.78,44.84,96.37,87.76,64.93,D,19.67
S1502,Sara,Garcia,sara502@university.com,Female,21,CS,60.04,58.9,87.48,95.79,61.59,58.42,59.76,72.08,C,21.96
S1503,John,Johnson,john503@university.com,Female,24,Business,93.76,98.26,50.63,86.1,42.42,64.33,75.81,74.33,C,19.52
S1504,Sara,Smith,sara504@university.com,Female,22,Business,50.52,93.7,48.95,89.3,77.08,60.51,93.69,72.05,C,5.32
S1505,Ahmed,Brown,ahmed505@university.com,Female,22,Business,64.02,47.93,66.39,82.2,62.86,43.27,79.97,64.56,D,27.56
S1506,Omar,Brown,omar506@university.com,Female,21,Mathematics,87.61,94.33,90.12,59.84,66.47,51.96,63.22,79.08,C,17.59
S1507,Maria,Williams,maria507@university.com,Female,23,Business,60.91,96.12,67.97,72.27,40.87,54.84,93.31,72.35,C,9.12
S1508,Noah,Garcia,noah508@university.com,Male,21,Engineering,50.72,68.7,41.26,90.98,89.49,87.26,64.17,65.04,D,25.93
S1509,Sara,Miller,sara509@university.com,Male,20,Mathematics,83.33,44.81,66.51,58.17,51.07,52.14,69.34,61.46,D,6.28
S1510,Emma,Miller,emma510@university.com,Male,24,CS,92.74,97.14,93.01,63.53,51.65,68.47,50.37,79.75,C,5.65
S1511,Olivia,Johnson,olivia511@university.com,Male,24,Business,76.02,99.67,52.11,62.91,46.81,95.05,88.89,72.12,C,25.56
S1512,Sara,Miller,sara512@university.com,Female,23,Business,77.06,78.73,42.74,97.3,90.53,57.8,53.86,69.91,D,9.25
S1513,Ava,Johnson,ava513@university.com,Male,18,Business,89.82,85.41,80.83,58.3,43.55,81.44,86.44,76.58,C,6.17
S1514,Ahmed,Miller,ahmed514@university.com,Male,23,Mathematics,69.11,73.28,44.61,50.21,80.23,78.51,70.54,62.71,D,17.24
S1515,Noah,Miller,noah515@university.com,Female,21,Mathematics,78.98,41.33,99.31,52.07,98.07,72.99,98.16,76.02,C,7.87
S1516,Ahmed,Davis,ahmed516@university.com,Male,22,CS,61.85,45.82,50.74,89.88,80.65,72.82,73.75,63.69,D,28.06
S1517,Sara,Jones,sara517@university.com,Female,24,Engineering,71.85,77.66,78.85,92.19,59.5,81.24,98.08,79.67,C,23.26
S1518,Emma,Brown,emma518@university.com,Female,18,Business,81.54,84.38,76.74,50.83,51.69,88.63,63.63,71.88,C,23.29
S1519,Sara,Smith,sara519@university.com,Female,18,Engineering,91.63,88.25,91.99,52.98,81.52,48.4,70.79,79.99,C,18.71
S1520,Omar,Williams,omar520@university.com,Male,22,CS,80.93,74.11,43.55,81.64,86.14,99.64,50.55,68.75,D,23.25
S1521,Noah,Garcia,noah521@university.com,Male,23,CS,93.98,94.42,99.49,60.42,61.33,80.15,74.19,84.48,B,15.46
S1522,John,Miller,john522@university.com,Male,23,Engineering,96.93,60.99,54.63,82.8,51.93,58.9,61.23,67.08,D,6.73
S1523,Liam,Johnson,liam523@university.com,Female,24,Business,51.26,61.29,86.81,78.19,55.67,81.7,78.37,70.87,C,24.91
S1524,Noah,Garcia,noah524@university.com,Female,19,Business,75.66,47.83,66.43,65.87,94.72,43.66,84.7,67.53,D,9.57
S1525,Ahmed,Garcia,ahmed525@university.com,Female,19,CS,50.32,69.77,57.14,86.73,41.44,75.09,97.07,66.4,D,9.36
S1526,Noah,Brown,noah526@university.com,Male,20,Business,53.05,41.86,82.86,68.08,47.52,55.22,82.1,62.98,D,11.89
S1527,Ahmed,Miller,ahmed527@university.com,Female,18,Engineering,93.08,74.63,93.44,79.85,88.61,65.78,87.49,85.12,B,27.83
S1528,Ahmed,Brown,ahmed528@university.com,Female,18,Business,66.37,49.88,50.87,89.53,63.08,66.16,79.7,63.67,D,19.74
S1529,Omar,Williams,omar529@university.com,Male,23,Business,80.77,44.89,45.27,58.59,71.08,52.84,64.16,57.37,F,15.01
S1530,Ava,Brown,ava530@university.com,Male,18,Mathematics,80.24,63.25,91.81,65.44,57.61,55.96,66.64,72.68,C,18.94
S1531,John,Johnson,john531@university.com,Male,22,Mathematics,72.93,73.88,79.78,83.95,95.9,99.82,86.01,81.43,B,12.18
S1532,Sara,Williams,sara532@university.com,Male,20,Engineering,52.46,53.86,93.84,62.81,53.24,48.29,92.96,68.56,D,17.5
S1533,Omar,Garcia,omar533@university.com,Male,21,CS,67.83,94.7,42.42,75.61,80.83,95.9,81.02,72.04,C,25.09
S1534,Maria,Williams,maria534@university.com,Female,22,Business,96.73,58.2,86.91,88.29,81.5,97.94,69.68,81.14,B,8.27
S1535,Sara,Smith,sara535@university.com,Female,19,Mathematics,98.26,65.69,77.92,86.31,62.02,48.83,60.33,74.98,C,12.83
S1536,Emma,Johnson,emma536@university.com,Male,22,Mathematics,61.61,64.32,56.15,59.93,87.0,94.56,68.51,65.41,D,23.78
S1537,Ahmed,Williams,ahmed537@university.com,Male,24,Engineering,88.26,48.59,79.46,82.08,41.53,87.28,95.16,73.17,C,11.69
S1538,John,Jones,john538@university.com,Female,20,Engineering,62.43,59.02,88.53,93.77,58.15,91.52,92.86,77.04,C,24.12
S1539,Ahmed,Miller,ahmed539@university.com,Female,18,CS,95.59,45.85,91.2,66.41,43.23,80.16,61.56,70.76,C,11.09
S1540,Ahmed,Garcia,ahmed540@university.com,Male,23,CS,65.6,88.14,91.69,56.87,97.14,59.73,83.12,79.93,C,23.8
S1541,Noah,Williams,noah541@university.com,Male,20,Mathematics,97.29,58.78,91.51,56.58,82.3,84.52,83.89,78.56,C,11.31
S1542,Sara,Davis,sara542@university.com,Male,20,Engineering,81.92,58.43,91.58,97.97,53.06,45.29,59.73,75.11,C,25.51
S1543,Noah,Garcia,noah543@university.com,Male,19,Mathematics,77.45,51.35,83.22,75.56,76.26,67.65,91.44,74.18,C,25.74
S1544,Noah,Brown,noah544@university.com,Female,21,Engineering,96.69,64.13,68.13,85.28,95.33,48.52,65.21,75.64,C,8.48
S1545,Emma,Garcia,emma545@university.com,Female,19,Business,70.39,93.18,42.83,98.07,80.75,77.88,63.53,72.94,C,11.22
S1546,Ahmed,Williams,ahmed546@university.com,Female,24,Mathematics,93.17,47.94,98.66,79.13,99.73,94.69,61.08,80.91,B,6.4
S1547,Omar,Johnson,omar547@university.com,Male,24,CS,67.86,60.65,71.23,72.03,92.79,70.33,75.39,71.26,C,8.46
S1548,Ahmed,Davis,ahmed548@university.com,Male,20,CS,62.5,44.4,79.79,79.77,64.91,65.33,89.25,68.85,D,9.89
S1549,Ahmed,Jones,ahmed549@university.com,Female,19,Engineering,82.44,65.14,67.48,62.83,85.13,70.77,66.04,70.34,C,19.9
S1550,John,Miller,john550@university.com,Male,24,Business,92.28,55.58,40.1,68.82,74.25,68.72,93.1,65.48,D,7.64
S1551,Emma,Brown,emma551@university.com,Male,20,Business,95.75,90.63,84.54,58.39,47.22,44.06,86.2,77.93,C,28.22
S1552,Ahmed,Davis,ahmed552@university.com,Male,18,Mathematics,85.28,58.46,54.53,53.65,84.64,82.66,61.72,64.93,D,23.73
S1553,Ava,Brown,ava553@university.com,Male,21,Business,99.72,53.96,43.23,59.49,42.34,63.51,90.12,61.9,D,13.53
S1554,Emma,Johnson,emma554@university.com,Male,22,Engineering,84.33,88.9,92.65,88.66,80.3,41.9,76.75,84.69,B,5.94
S1555,Liam,Brown,liam555@university.com,Female,24,CS,74.16,99.21,85.27,62.43,72.3,99.53,92.88,83.14,B,7.43
S1556,Ahmed,Miller,ahmed556@university.com,Female,22,Engineering,76.73,91.53,59.55,97.7,47.31,41.1,95.21,75.67,C,6.72
S1557,Ahmed,Brown,ahmed557@university.com,Female,18,Engineering,97.57,48.22,72.26,59.25,65.69,43.69,61.2,66.1,D,14.08
S1558,Ava,Williams,ava558@university.com,Female,22,Business,93.8,94.32,69.58,66.51,46.41,97.2,53.01,75.11,C,12.44
S1559,John,Brown,john559@university.com,Male,18,Mathematics,65.73,80.44,90.66,95.79,83.08,57.02,66.31,80.77,B,5.52
S1560,Noah,Johnson,noah560@university.com,Male,19,Engineering,59.51,89.28,72.68,53.89,97.33,54.82,92.98,74.81,C,9.22
S1561,John,Miller,john561@university.com,Female,22,Business,74.14,52.74,46.93,91.82,70.15,40.86,90.15,65.25,D,29.52
S1562,Liam,Johnson,liam562@university.com,Male,22,Engineering,64.21,57.34,62.62,69.67,72.67,49.59,84.56,65.41,D,9.19
S1563,Emma,Williams,emma563@university.com,Female,22,CS,72.36,89.79,79.28,70.56,79.8,47.09,70.07,76.56,C,24.83
S1564,Olivia,Williams,olivia564@university.com,Female,23,Engineering,70.68,42.39,56.44,97.78,97.22,61.14,52.16,65.85,D,9.48
S1565,Ahmed,Jones,ahmed565@university.com,Male,20,Business,97.39,48.47,85.81,55.43,98.88,62.9,88.76,75.98,C,13.56
S1566,Ahmed,Miller,ahmed566@university.com,Male,24,Mathematics,81.43,78.0,67.02,76.56,84.74,89.56,84.83,77.49,C,28.1
S1567,Ahmed,Davis,ahmed567@university.com,Female,18,Business,66.74,58.82,78.14,67.8,48.91,75.79,90.72,69.23,D,14.55
S1568,Sara,Williams,sara568@university.com,Female,18,CS,71.3,98.06,79.47,78.22,95.98,75.19,76.3,82.9,B,23.98
S1569,John,Johnson,john569@university.com,Female,21,CS,60.2,68.14,88.06,59.01,46.59,93.02,67.15,69.55,D,22.1
S1570,Olivia,Johnson,olivia570@university.com,Male,23,Mathematics,53.61,74.55,91.22,86.26,61.62,45.22,60.11,73.13,C,18.64
S1571,Maria,Garcia,maria571@university.com,Female,23,Engineering,64.9,45.39,94.65,50.3,69.03,47.39,65.38,65.83,D,28.15
S1572,Sara,Brown,sara572@university.com,Female,22,Mathematics,78.52,74.89,82.88,62.01,66.63,56.94,54.05,71.69,C,26.92
S1573,Ava,Smith,ava573@university.com,Female,19,Engineering,58.31,94.99,59.67,68.6,85.59,60.33,97.6,74.29,C,23.45
S1574,Ava,Johnson,ava574@university.com,Male,24,Mathematics,94.04,42.98,55.42,73.25,53.62,84.63,95.96,66.74,D,15.59
S1575,Ava,Johnson,ava575@university.com,Female,19,CS,63.09,77.45,89.76,59.52,95.03,73.21,64.96,75.98,C,15.77
S1576,Maria,Garcia,maria576@university.com,Male,24,Mathematics,86.26,87.78,89.98,99.29,87.48,76.08,66.96,87.13,B,18.61
S1577,Noah,Jones,noah577@university.com,Female,22,Engineering,87.24,66.76,41.2,53.13,63.25,75.01,73.21,62.1,D,20.48
S1578,Sara,Jones,sara578@university.com,Male,21,Business,59.32,84.96,72.74,60.2,57.51,84.92,74.13,70.52,C,10.4
S1579,Sara,Jones,sara579@university.com,Female,21,Mathematics,76.57,63.75,76.79,90.28,57.98,97.73,76.78,75.34,C,20.46
S1580,John,Johnson,john580@university.com,Female,23,Engineering,72.34,47.41,52.36,50.05,42.36,98.64,62.12,56.31,F,21.58
S1581,Emma,Garcia,emma581@university.com,Male,23,CS,56.92,84.29,91.42,96.94,69.54,82.05,92.78,83.13,B,15.46
S1582,Omar,Miller,omar582@university.com,Male,20,Mathematics,67.08,78.91,44.11,94.87,47.16,59.67,90.79,67.88,D,19.93
S1583,Emma,Jones,emma583@university.com,Male,20,Mathematics,59.59,73.33,75.04,60.35,91.08,45.06,67.8,69.56,D,22.01
S1584,Maria,Jones,maria584@university.com,Female,24,CS,71.52,49.93,82.4,76.77,78.12,51.79,60.59,69.29,D,6.04
S1585,Maria,Jones,maria585@university.com,Male,22,Mathematics,91.83,82.26,95.72,86.94,58.38,55.9,84.81,84.31,B,9.82
S1586,Liam,Williams,liam586@university.com,Female,24,CS,62.95,43.17,83.57,56.07,58.17,71.95,78.22,64.61,D,20.01
S1587,Sara,Miller,sara587@university.com,Female,22,Mathematics,85.37,82.71,93.9,79.13,47.45,47.28,86.06,80.41,B,9.59
S1588,Noah,Garcia,noah588@university.com,Male,22,CS,83.33,77.4,76.15,74.49,71.72,60.07,75.97,75.96,C,9.94
S1589,Emma,Davis,emma589@university.com,Female,21,Mathematics,62.87,86.47,63.13,75.33,91.36,85.0,90.26,76.22,C,8.42
S1590,Ava,Brown,ava590@university.com,Female,23,Engineering,96.64,95.36,70.14,66.39,84.23,42.2,73.74,78.97,C,13.41
S1591,Ahmed,Smith,ahmed591@university.com,Female,24,Engineering,52.05,42.98,77.41,53.16,59.48,80.37,66.86,60.38,D,9.49
S1592,John,Brown,john592@university.com,Male,18,Business,61.83,69.01,65.75,53.74,46.37,90.25,61.99,62.92,D,9.87
S1593,Olivia,Jones,olivia593@university.com,Male,23,Business,91.4,62.68,98.87,73.31,87.52,64.14,71.25,81.04,B,14.57
S1594,Ahmed,Davis,ahmed594@university.com,Male,24,Mathematics,52.26,66.27,90.64,63.12,65.3,42.4,72.45,69.12,D,19.44
S1595,Olivia,Garcia,olivia595@university.com,Female,23,Engineering,82.69,61.01,77.03,94.24,53.88,64.25,99.66,76.57,C,26.71
S1596,Emma,Garcia,emma596@university.com,Male,19,Engineering,93.25,76.05,82.05,64.26,77.85,67.34,74.1,77.91,C,23.94
S1597,Emma,Brown,emma597@university.com,Female,23,CS,58.49,45.74,65.15,55.66,50.31,72.84,58.23,57.05,F,6.6
S1598,Ahmed,Johnson,ahmed598@university.com,Female,20,Engineering,67.16,91.12,73.55,75.74,45.97,40.96,98.18,74.51,C,14.42
S1599,Ava,Brown,ava599@university.com,Female,23,Mathematics,84.75,40.63,63.65,92.55,60.75,42.11,87.31,67.54,D,25.05
S1600,Omar,Brown,omar600@university.com,Male,24,CS,93.99,78.92,93.95,81.18,47.88,58.58,60.09,79.27,C,27.72
S1601,Ahmed,Brown,ahmed601@university.com,Male,21,CS,83.82,58.06,51.04,87.82,68.45,53.55,80.83,67.72,D,6.01
S1602,Olivia,Brown,olivia602@university.com,Female,22,Business,72.51,55.15,66.57,92.36,52.36,97.13,67.09,69.21,D,29.65
S1603,Omar,Smith,omar603@university.com,Male,24,Business,51.05,42.07,66.75,90.83,93.11,45.2,76.92,65.65,D,27.83
S1604,Omar,Davis,omar604@university.com,Female,23,Engineering,81.06,47.24,98.62,59.35,66.72,69.29,90.65,74.37,C,7.48
S1605,Noah,Garcia,noah605@university.com,Male,23,Engineering,63.78,59.93,82.05,88.27,95.76,52.29,89.9,76.49,C,23.46
S1606,John,Williams,john606@university.com,Male,22,Business,69.96,54.54,52.21,97.73,95.11,42.82,66.94,67.46,D,15.13
S1607,Ahmed,Miller,ahmed607@university.com,Male,19,Mathematics,90.09,66.07,92.17,59.03,96.86,53.13,66.31,77.6,C,23.9
S1608,Ava,Davis,ava608@university.com,Female,21,Mathematics,74.46,48.0,54.55,64.58,95.46,53.82,64.46,62.78,D,14.23
S1609,Omar,Jones,omar609@university.com,Female,19,Mathematics,55.91,97.24,91.93,78.86,80.44,41.0,66.95,79.44,C,24.89
S1610,Olivia,Williams,olivia610@university.com,Female,21,Business,85.05,64.64,70.28,50.37,81.5,79.68,51.92,68.14,D,14.21
